id,type,floor,status,installed,desc,location/0,location/1,addedBy
A81758FFFE030F94,Elsys ERS CO2,2,installed,2020-06-06T00:00:00.000Z,Next to stairs and Cafeteria kitchen 7B214,65.06135,25.46936,jeremias
A81758FFFE030F97,Elsys ERS CO2,2,installed,2020-06-06T00:00:00.000Z,"In ""Julinian yläaula"" attached to white pillar",65.06086,25.46683,jeremias
A81758FFFE031070,Elsys ERS CO2,1,installed,2020-06-06T00:00:00.000Z,Next to 7E114,65.06168,25.46918,jeremias
A81758FFFE030F4E,Elsys ERS CO2,1,installed,2020-06-06T00:00:00.000Z,Next to storage room 7F111a,65.06146,25.46992,jeremias
A81758FFFE030D4D,Elsys ERS CO2,1,installed,2020-06-06T00:00:00.000Z,Back corner of Saalastinsali,65.05710,25.46816,jeremias
A81758FFFE03107F,Elsys ERS CO2,1,installed,2020-06-06T00:00:00.000Z,in 7C102,65.06142,25.46794,jeremias
A81758FFFE03107E,Elsys ERS CO2,1,installed,2020-06-06T00:00:00.000Z,in 7B121,65.06112,25.46978,jeremias
A81758FFFE031041,Elsys ERS CO2,1,installed,2020-06-06T00:00:00.000Z,in 7A153,65.06116,25.46892,jeremias
A81758FFFE031001,Elsys ERS CO2,2,installed,2020-06-06T00:00:00.000Z,in 7A221,65.06131,25.46819,jeremias
A81758FFFE031095,Elsys ERS CO2,1,installed,2020-06-06T00:00:00.000Z,Tellus Cube 2,65.05860,25.46627,jeremias
A81758FFFE030F9D,Elsys ERS CO2,1,installed,2020-06-06T00:00:00.000Z,Tellus Cube 1,65.05860,25.46633,jeremias
A81758FFFE046580,Elsys ERS Sound,1,installed,2020-06-06T00:00:00.000Z,Horizontal pillar above ticket selling desk,65.05896,25.46628,jeremias
A81758FFFE030FDB,Elsys ERS CO2,1,installed,2020-06-06T00:00:00.000Z,"Above yellow sign in ""Tekniikan aula""",65.05844,25.46672,jeremias
A81758FFFE030F64,Elsys ERS CO2,1,planned,2020-06-06T00:00:00.000Z,"Yellow cable channel in front of WC""s",65.05808,25.46709,jeremias
A81758FFFE0464FB,Elsys ERS Sound,1,installed,2020-06-06T00:00:00.000Z,Above orange coat rack Yellow cable channel,65.05961,25.46628,jeremias
A81758FFFE0464FF,Elsys ERS Sound,1,installed,2020-06-06T00:00:00.000Z,Attached between two security cameras in the middle of the hallway,65.05843,25.46375,jeremias
A81758FFFE030F89,Elsys ERS CO2,1,installed,2020-06-06T00:00:00.000Z,"Next to womens WC, beneath hallway clock",65.05885,25.46404,jeremias
A81758FFFE031056,Elsys ERS CO2,1,installed,2020-06-06T00:00:00.000Z,Between info TVs in front of B entrance,65.06114,25.46695,jeremias
A81758FFFE0464AB,Elsys ERS Sound,1,installed,2020-06-06T00:00:00.000Z,Next to KTK-101,65.05999,25.46413,jeremias
A81758FFFE030FF6,Elsys ERS CO2,1,installed,2020-06-06T00:00:00.000Z,above BF119-3,65.05965,25.46339,jeremias
A81758FFFE03108F,Elsys ERS CO2,1,installed,2020-06-06T00:00:00.000Z,Hallway to ITEE building,65.05791,25.46794,jeremias
A81758FFFE030F56,Elsys ERS CO2,4,installed,2020-06-06T00:00:00.000Z,TS455 above shelf,65.05790,25.47000,jeremias
A81758FFFE0464B5,Elsys ERS Sound,3,installed,2020-06-06T00:00:00.000Z,North-end lobby,65.05807,25.46892,jeremias
A81758FFFE030F45,Elsys ERS CO2,2,installed,2020-06-06T00:00:00.000Z,North-end lobby,65.05807,25.46890,jeremias
A81758FFFE0464BA,Elsys ERS Sound,4,installed,2020-06-06T00:00:00.000Z,North-end lobby,65.05807,25.46890,jeremias
A81758FFFE030F5F,Elsys ERS CO2,1,installed,2020-06-06T00:00:00.000Z,IT120 next to door,65.05781,25.46446,jeremias
A81758FFFE031074,Elsys ERS CO2,1,installed,2020-06-06T00:00:00.000Z,TM115 brick wall,65.05973,25.46816,jeremias
A81758FFFE030F78,Elsys ERS CO2,2,installed,2020-06-06T00:00:00.000Z,PK254 next to window,65.06106,25.46622,jeremias
A81758FFFE030FE7,Elsys ERS CO2,2,installed,2020-06-06T00:00:00.000Z,PK266 Backwall,65.06114,25.46627,jeremias
A81758FFFE031024,Elsys ERS CO2,2,installed,2020-06-06T00:00:00.000Z,PK261 backwall,65.06113,25.46605,jeremias
A81758FFFE0464FD,Elsys ERS Sound,1,installed,2020-06-06T00:00:00.000Z,Behind lecturer,65.05938,25.46605,jeremias
A81758FFFE04633D,Elsys ERS Sound,1,installed,2020-06-06T00:00:00.000Z,Backwall,65.05948,25.46560,jeremias
A81758FFFE0464B1,Elsys ERS Sound,1,installed,2020-06-06T00:00:00.000Z,Behind lecturer,65.05918,25.46653,jeremias
A81758FFFE046339,Elsys ERS Sound,1,installed,2020-06-06T00:00:00.000Z,Behind lecturer,65.05940,25.46654,jeremias
A81758FFFE030FCC,Elsys ERS CO2,1,installed,2020-06-06T00:00:00.000Z,"Right side of the lexture hall, second row, Under the lip",65.05915,25.46595,jeremias
A81758FFFE03108E,Elsys ERS CO2,1,installed,2020-06-06T00:00:00.000Z,"Next to entrance 2M, under first spotlight",65.05786,25.46395,jeremias
A81758FFFE046435,Elsys ERS Sound,1,installed,2020-06-06T00:00:00.000Z,IT105,65.05771,25.46415,jeremias
A81758FFFE031050,Elsys ERS CO2,2,installed,2020-06-06T00:00:00.000Z,FY258-1,65.05908,25.46461,jeremias
A81758FFFE04657F,Elsys ERS Sound,-1,installed,2020-06-06T00:00:00.000Z,Yellow Cable channel next to elevator,65.05928,25.46627,jeremias
A81758FFFE0464B7,Elsys ERS Sound,1,installed,2020-06-06T00:00:00.000Z,In the middle of H20 above wooden structure behind the leaves,65.05765,25.46759,jeremias
A81758FFFE031075,Elsys ERS CO2,1,installed,2020-06-06T00:00:00.000Z,In front of KTK-149,65.05983,25.46484,jeremias
A81758FFFE030FAB,Elsys ERS CO2,1,installed,2020-06-06T00:00:00.000Z,In front of Subway,65.06103,25.46678,jeremias
A81758FFFE03102C,Elsys ERS CO2,1,installed,2020-06-06T00:00:00.000Z,Between Kastari entrance and start of food lines,65.05699,25.46767,jeremias
A81758FFFE031094,Elsys ERS CO2,4,installed,2020-06-06T00:00:00.000Z,Glass hallway next to door,65.05792,25.46972,jeremias
A81758FFFE03100A,Elsys ERS CO2,1,installed,2020-06-06T00:00:00.000Z,Roof of the glass hallway,65.05998,25.46391,jeremias
A81758FFFE046502,Elsys ERS Sound,1,installed,2020-06-06T00:00:00.000Z,Tellus rail 2 slot 3,65.05875,25.46651,jeremias
A81758FFFE030FED,Elsys ERS CO2,1,installed,2020-06-06T00:00:00.000Z,Tellus rail 1 slot 10,65.05860,25.46656,jeremias
A81758FFFE030FDE,Elsys ERS CO2,1,installed,2020-06-06T00:00:00.000Z,Tellus Aspire,65.05855,25.46654,jeremias
A81758FFFE030FD7,Elsys ERS CO2,1,installed,2020-06-06T00:00:00.000Z,Tellus rail 7 slot 8,65.05865,25.46626,jeremias
A81758FFFE04650B,Elsys ERS Sound,1,installed,2020-06-06T00:00:00.000Z,Tellus rail 10 slot 8,65.05866,25.46615,jeremias
